id,sampleId,imageUrl,createdAt,fileName
37,10,http://backend-production-4bae.up.railway.app/uploads/1771587648395-3t1he7.jpg,2026-02-20 11:40:49.287,sample-1771587447923.jpg
38,10,http://backend-production-4bae.up.railway.app/uploads/1771587648725-wf34s6.png,2026-02-20 11:40:49.287,luster_map-1771587447923.png
39,10,http://backend-production-4bae.up.railway.app/uploads/1771587649055-bv4b3w.png,2026-02-20 11:40:49.287,roughness_proxy-1771587447923.png
40,10,http://backend-production-4bae.up.railway.app/uploads/1771587649221-j1cc7y.png,2026-02-20 11:40:49.287,tensile_map-1771587447923.png
49,13,http://backend-production-4bae.up.railway.app/uploads/1771591344218-chp6xo.jpg,2026-02-20 12:42:25.06,sample-1771590579839.jpg
50,13,http://backend-production-4bae.up.railway.app/uploads/1771591344549-2ls6vw.png,2026-02-20 12:42:25.06,luster_map-1771590579839.png
51,13,http://backend-production-4bae.up.railway.app/uploads/1771591344881-f0dhap.png,2026-02-20 12:42:25.06,roughness_proxy-1771590579839.png
52,13,http://backend-production-4bae.up.railway.app/uploads/1771591345050-7a8v2p.png,2026-02-20 12:42:25.06,tensile_map-1771590579839.png
53,14,http://backend-production-4bae.up.railway.app/uploads/1771591344213-mpph7p.jpg,2026-02-20 12:42:25.082,sample-1771590073066.jpg
54,14,http://backend-production-4bae.up.railway.app/uploads/1771591344543-1cbxi7.png,2026-02-20 12:42:25.082,luster_map-1771590073066.png
55,14,http://backend-production-4bae.up.railway.app/uploads/1771591344879-a2hrr3.png,2026-02-20 12:42:25.082,roughness_proxy-1771590073066.png
56,14,http://backend-production-4bae.up.railway.app/uploads/1771591345044-92lszu.png,2026-02-20 12:42:25.082,tensile_map-1771590073066.png
57,15,http://backend-production-4bae.up.railway.app/uploads/1771591344345-3vpslr.jpg,2026-02-20 12:42:25.337,sample-1771590016349.jpg
58,15,http://backend-production-4bae.up.railway.app/uploads/1771591344674-7xt379.png,2026-02-20 12:42:25.337,luster_map-1771590016349.png
59,15,http://backend-production-4bae.up.railway.app/uploads/1771591345008-rqyas1.png,2026-02-20 12:42:25.337,roughness_proxy-1771590016349.png
60,15,http://backend-production-4bae.up.railway.app/uploads/1771591345172-8cqhnf.png,2026-02-20 12:42:25.337,tensile_map-1771590016349.png
61,16,http://backend-production-4bae.up.railway.app/uploads/1771591345302-ei60yc.jpg,2026-02-20 12:42:25.555,sample-1771591248249.jpg
62,16,http://backend-production-4bae.up.railway.app/uploads/1771591345347-o4rmnc.png,2026-02-20 12:42:25.555,luster_map-1771591248249.png
63,16,http://backend-production-4bae.up.railway.app/uploads/1771591345426-4m2q4t.png,2026-02-20 12:42:25.555,roughness_proxy-1771591248249.png
64,16,http://backend-production-4bae.up.railway.app/uploads/1771591345531-qy73s5.png,2026-02-20 12:42:25.555,tensile_map-1771591248249.png
65,17,http://backend-production-4bae.up.railway.app/uploads/1771591345319-gqp70m.jpg,2026-02-20 12:42:25.587,sample-1771591288851.jpg
66,17,http://backend-production-4bae.up.railway.app/uploads/1771591345377-eylifc.png,2026-02-20 12:42:25.587,luster_map-1771591288851.png
67,17,http://backend-production-4bae.up.railway.app/uploads/1771591345478-jb5c2j.png,2026-02-20 12:42:25.587,roughness_proxy-1771591288851.png
68,17,http://backend-production-4bae.up.railway.app/uploads/1771591345558-frdytl.png,2026-02-20 12:42:25.587,tensile_map-1771591288851.png
69,18,http://backend-production-4bae.up.railway.app/uploads/1771614415531-5xfccm.jpg,2026-02-20 19:06:56.267,sample-1771614339014.jpg
70,18,http://backend-production-4bae.up.railway.app/uploads/1771614415823-44xvrm.png,2026-02-20 19:06:56.267,luster_map-1771614339014.png
71,18,http://backend-production-4bae.up.railway.app/uploads/1771614416116-d01f8a.png,2026-02-20 19:06:56.267,roughness_proxy-1771614339014.png
72,18,http://backend-production-4bae.up.railway.app/uploads/1771614416118-9zv5mo.png,2026-02-20 19:06:56.267,tensile_map-1771614339014.png
73,19,http://backend-production-4bae.up.railway.app/uploads/1771621689192-gn9ujw.jpg,2026-02-20 21:08:09.69,sample-1771619055330.jpg
74,19,http://backend-production-4bae.up.railway.app/uploads/1771621689326-5j1bz5.png,2026-02-20 21:08:09.69,luster_map-1771619055330.png
75,19,http://backend-production-4bae.up.railway.app/uploads/1771621689524-ip4q89.png,2026-02-20 21:08:09.69,roughness_proxy-1771619055330.png
76,19,http://backend-production-4bae.up.railway.app/uploads/1771621689619-rrttjd.png,2026-02-20 21:08:09.69,tensile_map-1771619055330.png
77,20,http://backend-production-4bae.up.railway.app/uploads/1771621689273-dl9f7s.jpg,2026-02-20 21:08:09.81,sample-1771619534478.jpg
78,20,http://backend-production-4bae.up.railway.app/uploads/1771621689441-utwni6.png,2026-02-20 21:08:09.81,luster_map-1771619534478.png
79,20,http://backend-production-4bae.up.railway.app/uploads/1771621689662-al69h2.png,2026-02-20 21:08:09.81,roughness_proxy-1771619534478.png
80,20,http://backend-production-4bae.up.railway.app/uploads/1771621689713-123pej.png,2026-02-20 21:08:09.81,tensile_map-1771619534478.png
81,21,http://backend-production-4bae.up.railway.app/uploads/1771621689879-q56s7p.jpg,2026-02-20 21:08:09.946,sample-1771619689723.jpg
82,21,http://backend-production-4bae.up.railway.app/uploads/1771621689889-9dl4v5.png,2026-02-20 21:08:09.946,luster_map-1771619689723.png
83,21,http://backend-production-4bae.up.railway.app/uploads/1771621689917-f9dzdi.png,2026-02-20 21:08:09.946,roughness_proxy-1771619689723.png
84,21,http://backend-production-4bae.up.railway.app/uploads/1771621689936-zcugis.png,2026-02-20 21:08:09.946,tensile_map-1771619689723.png
85,22,http://backend-production-4bae.up.railway.app/uploads/1771621690036-gvjan1.jpg,2026-02-20 21:08:10.123,sample-1771619782315.jpg
86,22,http://backend-production-4bae.up.railway.app/uploads/1771621690047-cu1fy1.png,2026-02-20 21:08:10.123,luster_map-1771619782315.png
87,22,http://backend-production-4bae.up.railway.app/uploads/1771621690082-lt3yd0.png,2026-02-20 21:08:10.123,roughness_proxy-1771619782315.png
88,22,http://backend-production-4bae.up.railway.app/uploads/1771621690102-mjwzvk.png,2026-02-20 21:08:10.123,tensile_map-1771619782315.png
89,23,http://backend-production-4bae.up.railway.app/uploads/1771621689556-274i4e.jpg,2026-02-20 21:08:10.135,sample-1771619374902.jpg
90,23,http://backend-production-4bae.up.railway.app/uploads/1771621689842-zma6or.png,2026-02-20 21:08:10.135,luster_map-1771619374902.png
91,23,http://backend-production-4bae.up.railway.app/uploads/1771621690129-kylpre.png,2026-02-20 21:08:10.135,roughness_proxy-1771619374902.png
92,23,http://backend-production-4bae.up.railway.app/uploads/1771621690131-vo3z3i.png,2026-02-20 21:08:10.135,tensile_map-1771619374902.png
93,24,http://backend-production-4bae.up.railway.app/uploads/1771621690328-84fg1r.jpg,2026-02-20 21:08:10.377,sample-1771620017366.jpg
94,24,http://backend-production-4bae.up.railway.app/uploads/1771621690333-j759d0.png,2026-02-20 21:08:10.377,luster_map-1771620017366.png
95,24,http://backend-production-4bae.up.railway.app/uploads/1771621690351-xw015t.png,2026-02-20 21:08:10.377,roughness_proxy-1771620017366.png
96,24,http://backend-production-4bae.up.railway.app/uploads/1771621690363-2jgsdr.png,2026-02-20 21:08:10.377,tensile_map-1771620017366.png
97,25,http://backend-production-4bae.up.railway.app/uploads/1771621690591-zfloye.jpg,2026-02-20 21:08:10.627,sample-1771620205783.jpg
98,25,http://backend-production-4bae.up.railway.app/uploads/1771621690597-r3oylt.png,2026-02-20 21:08:10.627,luster_map-1771620205783.png
99,25,http://backend-production-4bae.up.railway.app/uploads/1771621690614-wzmbqp.png,2026-02-20 21:08:10.627,roughness_proxy-1771620205783.png
100,25,http://backend-production-4bae.up.railway.app/uploads/1771621690615-8n4v0h.png,2026-02-20 21:08:10.627,tensile_map-1771620205783.png
101,26,http://backend-production-4bae.up.railway.app/uploads/1771621690169-1tm4ls.jpg,2026-02-20 21:08:10.691,sample-1771619907657.jpg
102,26,http://backend-production-4bae.up.railway.app/uploads/1771621690326-sawckx.png,2026-02-20 21:08:10.691,luster_map-1771619907657.png
103,26,http://backend-production-4bae.up.railway.app/uploads/1771621690543-74f36e.png,2026-02-20 21:08:10.691,roughness_proxy-1771619907657.png
104,26,http://backend-production-4bae.up.railway.app/uploads/1771621690652-6ra9zy.png,2026-02-20 21:08:10.691,tensile_map-1771619907657.png
105,27,http://backend-production-4bae.up.railway.app/uploads/1771621690839-ra4x6g.jpg,2026-02-20 21:08:10.884,sample-1771620336622.jpg
106,27,http://backend-production-4bae.up.railway.app/uploads/1771621690845-cyx0n4.png,2026-02-20 21:08:10.884,luster_map-1771620336622.png
107,27,http://backend-production-4bae.up.railway.app/uploads/1771621690862-cnxqeq.png,2026-02-20 21:08:10.884,roughness_proxy-1771620336622.png
108,27,http://backend-production-4bae.up.railway.app/uploads/1771621690873-p8zw1r.png,2026-02-20 21:08:10.884,tensile_map-1771620336622.png
109,28,http://backend-production-4bae.up.railway.app/uploads/1771621690880-q4avyb.jpg,2026-02-20 21:08:10.958,sample-1771620498718.jpg
110,28,http://backend-production-4bae.up.railway.app/uploads/1771621690892-cfnig9.png,2026-02-20 21:08:10.958,luster_map-1771620498718.png
111,28,http://backend-production-4bae.up.railway.app/uploads/1771621690923-vopa73.png,2026-02-20 21:08:10.958,roughness_proxy-1771620498718.png
112,28,http://backend-production-4bae.up.railway.app/uploads/1771621690940-mcpwpn.png,2026-02-20 21:08:10.958,tensile_map-1771620498718.png
113,29,http://backend-production-4bae.up.railway.app/uploads/1771621691147-h8ketq.jpg,2026-02-20 21:08:11.19,sample-1771620805180.jpg
114,29,http://backend-production-4bae.up.railway.app/uploads/1771621691152-ozju7m.png,2026-02-20 21:08:11.19,luster_map-1771620805180.png
115,29,http://backend-production-4bae.up.railway.app/uploads/1771621691170-1sl3qt.png,2026-02-20 21:08:11.19,roughness_proxy-1771620805180.png
116,29,http://backend-production-4bae.up.railway.app/uploads/1771621691181-2p42rn.png,2026-02-20 21:08:11.19,tensile_map-1771620805180.png
117,30,http://backend-production-4bae.up.railway.app/uploads/1771621690879-e4ujwp.jpg,2026-02-20 21:08:11.595,sample-1771620119973.jpg
118,30,http://backend-production-4bae.up.railway.app/uploads/1771621691163-1vbyry.png,2026-02-20 21:08:11.595,luster_map-1771620119973.png
119,30,http://backend-production-4bae.up.railway.app/uploads/1771621691449-aeobo8.png,2026-02-20 21:08:11.595,roughness_proxy-1771620119973.png
120,30,http://backend-production-4bae.up.railway.app/uploads/1771621691450-43h8az.png,2026-02-20 21:08:11.595,tensile_map-1771620119973.png
121,31,http://backend-production-4bae.up.railway.app/uploads/1771621691128-9o6je5.jpg,2026-02-20 21:08:11.65,sample-1771620704909.jpg
122,31,http://backend-production-4bae.up.railway.app/uploads/1771621691299-alvdnp.png,2026-02-20 21:08:11.65,luster_map-1771620704909.png
123,31,http://backend-production-4bae.up.railway.app/uploads/1771621691531-rm7fdh.png,2026-02-20 21:08:11.65,roughness_proxy-1771620704909.png
124,31,http://backend-production-4bae.up.railway.app/uploads/1771621691531-13ahen.png,2026-02-20 21:08:11.65,tensile_map-1771620704909.png
125,32,http://backend-production-4bae.up.railway.app/uploads/1771621691412-zvev0x.jpg,2026-02-20 21:08:11.892,sample-1771620922129.jpg
126,32,http://backend-production-4bae.up.railway.app/uploads/1771621691565-gjrveh.png,2026-02-20 21:08:11.892,luster_map-1771620922129.png
127,32,http://backend-production-4bae.up.railway.app/uploads/1771621691765-pr1pug.png,2026-02-20 21:08:11.892,roughness_proxy-1771620922129.png
128,32,http://backend-production-4bae.up.railway.app/uploads/1771621691861-fjpslo.png,2026-02-20 21:08:11.892,tensile_map-1771620922129.png
129,33,http://backend-production-4bae.up.railway.app/uploads/1771621691855-w4bi1z.jpg,2026-02-20 21:08:12.044,sample-1771621008852.jpg
130,33,http://backend-production-4bae.up.railway.app/uploads/1771621691869-3uqt4c.png,2026-02-20 21:08:12.044,luster_map-1771621008852.png
131,33,http://backend-production-4bae.up.railway.app/uploads/1771621691909-b3stug.png,2026-02-20 21:08:12.044,roughness_proxy-1771621008852.png
132,33,http://backend-production-4bae.up.railway.app/uploads/1771621691933-wg4k0u.png,2026-02-20 21:08:12.044,tensile_map-1771621008852.png
133,34,http://backend-production-4bae.up.railway.app/uploads/1771621692330-ku413u.jpg,2026-02-20 21:08:12.91,sample-1771621129765.jpg
134,34,http://backend-production-4bae.up.railway.app/uploads/1771621692616-zrvmnd.png,2026-02-20 21:08:12.91,luster_map-1771621129765.png
135,34,http://backend-production-4bae.up.railway.app/uploads/1771621692902-mq8cj0.png,2026-02-20 21:08:12.91,roughness_proxy-1771621129765.png
136,34,http://backend-production-4bae.up.railway.app/uploads/1771621692903-968n52.png,2026-02-20 21:08:12.91,tensile_map-1771621129765.png
137,35,http://backend-production-4bae.up.railway.app/uploads/1771621692490-xusrgd.jpg,2026-02-20 21:08:13.227,sample-1771621292575.jpg
138,35,http://backend-production-4bae.up.railway.app/uploads/1771621692783-ywm4tm.png,2026-02-20 21:08:13.227,luster_map-1771621292575.png
139,35,http://backend-production-4bae.up.railway.app/uploads/1771621693077-qmdj9p.png,2026-02-20 21:08:13.227,roughness_proxy-1771621292575.png
140,35,http://backend-production-4bae.up.railway.app/uploads/1771621693093-zf6vuh.png,2026-02-20 21:08:13.227,tensile_map-1771621292575.png
